[[Gustave_Eiffel|m.036qb]]	, who built the original house in	[[Paris|m.05qtj]]	diedIn
[[Malaysia|m.09pmkv]]	administrative capital ,	[[Putrajaya|m.0g6vy]]	hasCapital
[[Martin_Heidegger|m.099bk]]	also saw the question of	[[Dasein|m.02vx8t]]	isKnownFor
[[India|m.03rk0]]	achieved a decisive victory over	[[Pakistan|m.05sb1]]	hasNeighbor
[[Dick_Wolf|m.0438pz]]	, who also created	[[Law_&_Order|m.017f3m]]	created
[[Peter_Jackson|m.0js9s]]	, who directed the successful	[[The_Lord_of_the_Rings_(film_series)|m.025h5s]]	directed
[[Rance_Howard|m.077cy1]]	, who also co-wrote the script with	[[Ron_Howard|m.0g2lq]]	hasChild
[[David_Bates_(physicist)|m.02z6qy]]	became a research student under	[[Harrie_Massey|m.0b_z_g]]	hasAcademicAdvisor
[[Jean-Jacques_Rousseau|m.0420y]]	actually uses the formulation expression of the	[[General_will|m.02z5sd]]	isKnownFor
[[India|m.03rk0]]	, who live mainly in	[[Nepal|m.016zwt]]	hasNeighbor
[[George_Sackville-West,_5th_Earl_De_La_Warr|m.079jj_]]	, who assumed the additional surname of	[[Mortimer_Sackville-West,_1st_Baron_Sackville|m.08mxb8]]	hasChild
[[Singapore|m.06t2t]]	% ,	[[Japan|m.03_3d]]	dealsWith
[[Elia_Cmiral|m.0g20fb]]	, who later composed the scores for	[[Ronin_(film)|m.015qnh]]	wroteMusicFor
[[Byron_Haskin|m.09bxz_]]	, who had directed	[[Treasure_Island_(1950_film)|m.0fw837]]	directed
[[Dean_Devlin|m.08hp53]]	, who appeared in	[[Moon_44|m.07z92v]]	actedIn
[[Neal_Cassady|m.01bslk]]	, who had been the hyperkinetic driver in	[[Jack_Kerouac|m.041mt]]	influences
[[Plato|m.05qmj]]	, what the contemplative  contemplates  are the	[[Theory_of_Forms|m.06cfzj]]	isKnownFor
[[Mike_Mazurki|m.06djgd]]	, who had appeared in	[[Dick_Tracy_(1945_film)|m.03cpz40]]	actedIn
[[Lyndon_B._Johnson|m.0f7fy]]	, who grew up in nearby	[[Stonewall,_Texas|m.0101sj]]	wasBornIn
[[Peter_Gorski|m.04lf6gq]]	, who had directed	[[Faust_(1960_film)|m.04ydknz]]	directed
[[Montenegro|m.056vv]]	also have declared	[[Montenegrin_language|m.036bdq]]	hasOfficialLanguage
[[Spanish_Civil_War|m.075k5]]	also convinced	[[Soviet_Union|m.05vz3zq]]	happenedIn
[[Mark_Snow|m.03d__b2]]	, who also created the distinctive theme music for	[[The_X-Files|m.07g9f]]	created
[[Ross_Miller|m.02rycn4]]	, who was elected as	[[Nevada|m.059_c]]	livesIn
[[George_William_Russell|m.037_ff]]	, who had become increasingly unhappy in the	[[Irish_Free_State|m.0bsw2]]	isCitizenOf
[[Dorothy_Hodgkin|m.0qjnd]]	, whose scientific research work	[[John_Desmond_Bernal|m.038xm7]]	hasAcademicAdvisor
[[Charles_Wang|m.02cd3r]]	, who also owned the	[[New_York_Islanders|m.0hmt3]]	owns
[[Fritz_Lang|m.032md]]	, who also made	[[Metropolis_(1927_film)|m.0d6b7]]	directed
[[Gregor_Robertson_(politician)|m.0grlms]]	, who later became the mayor of	[[Vancouver|m.080h2]]	isLeaderOf
[[David_Ferrier|m.0438tk]]	, who became a hero of	[[Charles_Scott_Sherrington|m.03b8w8]]	influences
[[Giovanni_Gentile|m.03blcp]]	, who enjoyed fruitful intellectual relations with	[[Benedetto_Croce|m.037c7x]]	influences
[[Gianfranco_Rotondi|m.0cf_jq]]	, who launched the	[[Christian_Democracy_for_the_Autonomies|m.0b3051]]	isLeaderOf
[[Quebec|m.0694j]]	has the lowest average annual salary at	[[Canadian_dollar|m.0ptk_]]	hasCurrency
[[Bud_Day|m.0fbv59]]	, who earned the	[[Medal_of_Honor|m.015cl6]]	hasWonPrize
[[Dundee_United_F.C.|m.01wx_y]]	, who have played at	[[Tannadice_Park|m.03grxs]]	owns
[[Reginald_Mills|m.0cghfc]]	edited	[[The_Red_Shoes_(1948_film)|m.0gcq8]]	edited
[[Marshall_McLuhan|m.04y4j]]	analyzes each	[[Media_(communication)|m.03qh03g]]	isInterestedIn
[[Isfendiyarids|m.03hh9v]]	also possessed a shipyard in	[[Sinop,_Turkey|m.01br62]]	hasCapital
[[Christopher_Reeve|m.0jrny]]	, who also died in	[[New_York_City|m.02_286]]	wasBornIn
[[Russia|m.06bnz]]	had sacrificed millions of	[[Russian_ruble|m.01hy_q]]	hasCurrency
[[Val_Guest|m.03mw2v]]	, who had directed	[[The_Quatermass_Xperiment|m.03jr91]]	directed
[[Alexander_Hacke|m.01qybrv]]	, who also produced music for	[[Head-On_(film)|m.04_gft]]	wroteMusicFor
[[Russia|m.06bnz]]	acquired territories in	[[Lithuania|m.04gzd]]	hasNeighbor
[[Russia|m.06bnz]]	abolished the autonomy of	[[Ukraine|m.07t21]]	hasNeighbor
[[Oprah_Winfrey|m.0grwj]]	, who also dedicated an episode of	[[The_Oprah_Winfrey_Show|m.0grvq]]	created
[[Eugen_Bleuler|m.01pcwk]]	, who had taught	[[Carl_Jung|m.0bk5r]]	influences
[[Carlos_Thays|m.0658zh]]	, who designed many open spaces throughout	[[Buenos_Aires|m.01ly5m]]	diedIn
[[Dan_White|m.02dzj8]]	, who assassinated	[[San_Francisco|m.0d6lp]]	diedIn
[[Yelena_Isinbayeva|m.03lytp]]	, who later emerged as	[[Russia|m.06bnz]]	isCitizenOf
[[Nottingham_Forest_F.C.|m.014nzp]]	, who have played at the	[[City_Ground|m.067xm9]]	owns
[[Christopher_Strachey|m.03r7rh]]	accepted a position at	[[University_of_Cambridge|m.07tg4]]	worksAt
[[Mark_Alan_Walker|m.0bcrbx]]	argues that rational	[[Perfectionism_(philosophy)|m.03rfzm]]	isInterestedIn
[[Woldemar_Voigt|m.0175b9]]	attributed this principle to	[[Franz_Ernst_Neumann|m.03rz1l]]	hasAcademicAdvisor
[[Artur_da_Costa_e_Silva|m.09dr2g]]	, who became president of	[[Brazil|m.015fr]]	isPoliticianOf
[[James_Hutchinson_Woodworth|m.03spql]]	accepted a part-time appointment from	[[Illinois|m.03v0t]]	livesIn
[[Guatemala|m.0345_]]	, who was recalled to the	[[United_States|m.09c7w0]]	dealsWith
[[Friedrich_Nietzsche|m.02wh0]]	also developed an equally elusive theory of the	[[Eternal_return|m.03jjsv]]	isKnownFor
[[Richard_Lerner|m.0d4h8t]]	, who remains a member of the	[[Scripps_Research_Institute|m.03tbk1]]	worksAt
[[United_States|m.09c7w0]]	, who perceived	[[China|m.0d05w3]]	dealsWith
[[Roger_Godement|m.03vkcj]]	also took part in the	[[Henri_Cartan|m.01_lv0]]	hasAcademicAdvisor
[[Harold_Davenport|m.03x89v]]	became a research student of	[[John_Edensor_Littlewood|m.014wt8]]	hasAcademicAdvisor
[[Kazakhstan|m.047lj]]	, who were deported from the	[[Soviet_Union|m.05vz3zq]]	dealsWith
[[Johnny_Isakson|m.02556q]]	, who are both	[[Republican_Party_(United_States)|m.07wbk]]	isAffiliatedTo
[[Lincoln_Almond|m.0416gz]]	, who is a graduate of the	[[University_of_Rhode_Island|m.02fjzt]]	graduatedFrom
[[Ten_Years'_War|m.0425md]]	became central players in	[[Cuba|m.0d04z6]]	happenedIn
[[George_L._Street_III|m.02tfbv]]	, who earned the	[[Medal_of_Honor|m.015cl6]]	hasWonPrize
[[John_Carr_(architect)|m.07hs5t]]	, who also designed	[[Harewood_House|m.0138q9]]	created
[[Julius_Wagner-Jauregg|m.042lrk]]	also studied with	[[Salomon_Stricker|m.026w2mm]]	hasAcademicAdvisor
[[Switzerland|m.06mzp]]	, whose official	[[German_language|m.04306rv]]	hasOfficialLanguage
[[Szolem_Mandelbrojt|m.043bbt]]	attended the seminars of	[[Jacques_Hadamard|m.01td6q]]	hasAcademicAdvisor
[[Sergio_Floccari|m.02w8d86]]	, who was transferred to	[[S.S._Lazio|m.075q_]]	playsFor
[[Gregory_Chamitoff|m.0gw_v0]]	, who grew up in	[[Montreal|m.052p7]]	wasBornIn
[[Battle_of_the_Coral_Sea|m.0gs3z]]	also staved off	[[Empire_of_Japan|m.0193qj]]	happenedIn
[[Zile|m.047813]]	, what is now a small hilltop town in the	[[Tokat_Province|m.04px9p]]	isLocatedIn
[[Martin_Brest|m.0348rs]]	, who directed	[[Beverly_Hills_Cop|m.032cs4]]	directed
[[Pierce_Brosnan|m.018p4y]]	, who adopted	[[Chris_Brosnan|m.0brn483]]	hasChild
[[Augustus|m.0ngg]]	, who divided	[[Rome|m.06c62]]	wasBornIn
[[Stuart_Baird|m.04dgj4]]	edited	[[Tommy_(1975_film)|m.04jpk2]]	edited
[[Turkey|m.01znc_]]	becoming just	[[Turkish_lira|m.04dq0w]]	hasCurrency
[[Duncan_Gordon_Boyes|m.04gp7c]]	, who also won the	[[Victoria_Cross|m.0ky7v]]	hasWonPrize
[[Richard_Marquand|m.03zydh]]	, who directed	[[Return_of_the_Jedi|m.0ddjy]]	directed
[[Bolsheviks|m.01k8_]]	, who had seized power in the	[[October_Revolution|m.05p0x]]	participatedIn
[[Somalia|m.06tgw]]	, who currently speak	[[Somali_language|m.028xxn]]	hasOfficialLanguage
[[Jessica_Mitford|m.0xtd7]]	, who became a close friend after	[[Esmond_Romilly|m.03r8yy]]	isMarriedTo
[[John_McCain|m.0bymv]]	, who sat on the	[[United_States|m.09c7w0]]	isCitizenOf
[[Constantius_II|m.01z78]]	, who had a residence in	[[Sirmium|m.03bcsf]]	wasBornIn
[[David_Graeber|m.04qm54]]	accepted a professorship at the	[[London_School_of_Economics|m.0hsb3]]	worksAt
[[Katsuya_Eguchi|m.09x7gw]]	, who also oversaw development operations in the	[[Tokyo|m.07dfk]]	wasBornIn
[[Kaifi_Azmi|m.0561wt]]	, who belonged to	[[Azamgarh|m.07r65k]]	wasBornIn
[[Frederick_A._Lyon|m.03ynf1k]]	, who also received the	[[Medal_of_Honor|m.015cl6]]	hasWonPrize
[[Charles_Glover_Barkla|m.023byd]]	, who had been awarded a	[[Nobel_Prize_in_Physics|m.0dt39]]	hasWonPrize
[[Sweden|m.0d0vqn]]	, who was arrested in	[[Denmark|m.0k6nt]]	dealsWith
[[Laodice_VII_Thea|m.02r3xyc]]	, who became the wife of	[[Mithridates_I_Callinicus|m.02r3xw_]]	isMarriedTo
[[Cho_Chi-Hyo|m.05f8fbw]]	, who was transferred to	[[Wacker_Thun|m.0h6frn]]	playsFor
[[Jay_Nixon|m.08d7bm]]	, who activated the	[[Missouri|m.04ych]]	isPoliticianOf
[[Matthew_Lukwiya|m.026yl63]]	, who had graduated from	[[Makerere_University|m.06klyh]]	graduatedFrom
[[Wajir_Airport|m.04fnb8x]]	is situated approximately northeast of	[[Jomo_Kenyatta_International_Airport|m.011zcr]]	isConnectedTo
[[Makoto_Moriwaki|m.0dx6tb]]	, who directed	[[Onegai_My_Melody|m.07cfbl0]]	directed
[[John_Jympson|m.0gkxw0_]]	edited	[[Where_Eagles_Dare|m.04b7bs]]	edited
[[John_Jympson|m.0gkxw0_]]	edited	[[Kelly's_Heroes|m.03r8x1]]	edited
[[Caesar_Jenkyns|m.08fb3m]]	, who signed for	[[Arsenal_F.C.|m.0xbm]]	playsFor
[[Pope_Benedict_XI|m.05_dx]]	, who died at	[[Perugia|m.0dly0]]	diedIn
[[Panama|m.05qx1]]	has been using the dollar alongside the	[[Panamanian_balboa|m.0200cp]]	hasCurrency
[[Herbert_Brenon|m.05zrm8]]	, who had directed	[[Beau_Geste_(1926_film)|m.0dl_h4]]	directed
[[Patrick_Doyle|m.08c9b0]]	, who brought a new-found boldness to the	[[Harry_Potter_(film_series)|m.02676m4]]	wroteMusicFor
[[Tomi_Ameobi|m.02x15gy]]	, who plays for	[[FC_Edmonton|m.0b6l5h7]]	playsFor
[[Steven_Fromholz|m.02qqgss]]	, who had enrolled at	[[University_of_North_Texas|m.05zjtn4]]	graduatedFrom
[[Borislav_Tsonev|m.0gvty82]]	, who also plays for	[[PFC_Levski_Sofia|m.03mg5f]]	playsFor
[[Radoslav_Tsonev|m.0gvs87c]]	, who also plays for	[[PFC_Levski_Sofia|m.03mg5f]]	playsFor
[[Husayn_ibn_Ali|m.0240rd]]	, who was killed in the	[[Battle_of_Karbala|m.0240sm]]	participatedIn
[[Ottoman_Empire|m.05kyr]]	, who had	[[Ottoman_invasion_of_Otranto|m.02pxrs5]]	participatedIn
[[Reginald_Mills|m.0cghfc]]	edited	[[The_Servant_(1963_film)|m.044rfh]]	edited
[[Meredith_Willson|m.02bcz0]]	, who earlier wrote	[[The_Music_Man|m.0p4s9]]	wroteMusicFor
[[Walter_Spanghero|m.02q8kgp]]	, who was also an international rugby player for	[[France|m.0f8l9c]]	isCitizenOf
[[Marilyn_Burns|m.035mq5]]	, who had appeared in the	[[The_Texas_Chain_Saw_Massacre|m.07bw7]]	actedIn
[[Ernie_Braidwood|m.0brz7t1]]	, who also played professional football for	[[Nelson_F.C.|m.06vvnf]]	playsFor
[[Alexander_Payne|m.02pv_d]]	, who directed the film adaptation of	[[Sideways|m.04b2qn]]	directed
[[John_Milius|m.01wyy_]]	, who directed	[[Big_Wednesday|m.06cvfv]]	directed
[[Kyle_Janek|m.04njsz]]	, who defeated former	[[Harris_County,_Texas|m.0mrhq]]	livesIn
[[Sam_Bain|m.09vhw9]]	, who also created	[[Peep_Show_(TV_series)|m.04z0l3]]	created
[[Michael_Poryes|m.0ct3bd]]	, who also co-created	[[Hannah_Montana|m.09yn84]]	created
[[Ethiopia|m.019pcs]]	, who have shared an unfriendly dyad with	[[Eritrea|m.02khs]]	hasNeighbor
[[BBC|m.0ncl8zk]]	, who broadcast the show on	[[BBC_One|m.01f2w0]]	owns
[[Eva_Marie_Saint|m.01fn_2]]	, who acted together years earlier in	[[Raintree_County_(film)|m.04g1hx_]]	actedIn
[[Buddy_Baker_(composer)|m.0djtgv]]	, who also composed	[[Donald_in_Mathmagic_Land|m.06qr39]]	wroteMusicFor
[[Eve|m.025t1rz]]	, who betrayed	[[Adam|m.09_c5v]]	isMarriedTo
[[John_Lasseter|m.04jspq]]	, who directed the	[[Cars_(film)|m.03q0r1]]	directed
[[Heinrich_Wenck|m.0fq08p2]]	, who also designed	[[Copenhagen_Central_Station|m.07ppht]]	created
[[Jamnagar_Airport|m.02pj5cd]]	having daily direct flight to	[[Chhatrapati_Shivaji_International_Airport|m.01q5k3]]	isConnectedTo
[[Charles_Hanbury-Tracy,_4th_Baron_Sudeley|m.03cvy6d]]	, who became a prominent	[[Liberal_Party_(UK)|m.01fml]]	isAffiliatedTo
[[Arthur_Penn|m.052mkn]]	, who directed	[[Little_Big_Man_(film)|m.0fpj3cw]]	directed
[[Diego_de_Alvarado_Huanitzin|m.09trqd]]	, who also became tlatoani of	[[Tenochtitlan|m.07cs6]]	isPoliticianOf
[[Lou_Lombardo_(filmmaker)|m.0k7lyv]]	edited	[[McCabe_&_Mrs._Miller|m.0hx6r]]	edited
[[Lou_Lombardo_(filmmaker)|m.0k7lyv]]	edited was	[[The_Wild_Bunch|m.0k5k1]]	edited
[[Lou_Lombardo_(filmmaker)|m.0k7lyv]]	edited	[[The_Late_Show_(film)|m.03wb7yx]]	edited
[[Lou_Lombardo_(filmmaker)|m.0k7lyv]]	next edited	[[The_January_Man|m.0f6mw2]]	edited
[[Hue_de_Rotelande|m.03ckty1]]	, who lived at	[[Credenhill|m.048cms]]	livesIn
[[Pakistan|m.05sb1]]	also speak	[[Urdu|m.02hxcvy]]	hasOfficialLanguage
[[Bolivia|m.0165v]]	, whose bilateral relations with	[[Paraguay|m.05v10]]	hasNeighbor
[[Mark_Beck|m.0jt2m50]]	added another dimension to	[[Falkirk_F.C.|m.02q1hz]]	playsFor
[[Stuart_Hampshire|m.036cfm]]	compares	[[Baruch_Spinoza|m.015n8]]	isInterestedIn
[[Stan_Musial|m.01pnjr]]	, who died in	[[Ladue,_Missouri|m.0w_yq]]	diedIn
[[Egypt|m.02k54]]	also hosted the international donor conference in	[[Cairo|m.01w2v]]	hasCapital
